1626998400000,28.94000000,29.72900000,27.90500000,29.55600000,53410.58700000,1627084799999,1545152.38393700,4840,26346.91000000,762075.89862000,0
1627084800000,29.60000000,31.27600000,29.12300000,30.70800000,67489.21400000,1627171199999,2050470.82114300,6046,27362.66500000,828842.22225800,0
1627171200000,30.72800000,31.13100000,29.58800000,30.76200000,39586.07700000,1627257599999,1199271.96874300,5648,16404.63400000,496826.50646500,0
1627257600000,30.76300000,35.59100000,30.56500000,32.47900000,160193.27600000,1627343999999,5404747.24952100,23356,88670.04600000,2994031.52624900,0
1627344000000,32.41200000,34.25100000,31.37000000,34.06300000,90800.06500000,1627430399999,2993744.63601700,11774,45414.23700000,1498351.59388300,0
1627430400000,34.06000000,34.83200000,32.68400000,34.56900000,86062.35700000,1627516799999,2926988.05699600,13303,42970.59800000,1464104.07790000,0
1627516800000,34.57500000,35.54900000,33.57100000,35.23600000,56403.51800000,1627603199999,1938874.16808900,6473,28995.11200000,996771.37475400,0
1627603200000,35.28100000,42.60100000,33.62700000,41.65600000,246281.80400000,1627689599999,9389520.18940800,26458,121192.80800000,4628272.10032900,0
1627689600000,41.72400000,48.51900000,40.53800000,45.84900000,450512.26100000,1627775999999,20605589.82309500,53399,228193.66800000,10441503.85765600,0
1627776000000,45.87400000,45.93500000,41.30000000,42.16200000,124175.37300000,1627862399999,5471230.18006100,14902,59184.99800000,2606287.97341500,0
1627862400000,42.15500000,46.62300000,41.12300000,43.43400000,133171.30000000,1627948799999,5870657.81941000,18274,66237.96800000,2919433.95104200,0
1627948800000,43.39700000,43.88400000,40.72500000,41.23900000,47961.59100000,1628035199999,2005250.03619600,5804,20908.01200000,874027.85481000,0
1628035200000,41.48500000,44.77100000,40.85200000,43.55500000,53735.79300000,1628121599999,2311888.45148300,6003,28773.51200000,1238984.27597400,0
1628121600000,43.63800000,44.41600000,41.38200000,43.87600000,50335.66300000,1628207999999,2170267.43403100,6754,24584.87900000,1062863.79777900,0
1628208000000,43.92000000,45.53000000,43.00300000,44.48000000,78509.31500000,1628294399999,3459712.90068400,7507,34174.30300000,1506946.48838900,0
1628294400000,44.53300000,48.40000000,44.08500000,47.00400000,120792.34000000,1628380799999,5647744.53024900,15153,64697.48000000,3025613.89965600,0
1628380800000,47.01800000,48.23000000,43.92900000,45.08700000,94885.74400000,1628467199999,4374037.07669600,11624,46100.10100000,2126696.32537600,0
1628467200000,45.11100000,46.94700000,43.44300000,46.52700000,63010.90700000,1628553599999,2881674.86389300,7749,31102.07600000,1425288.43072900,0
1628553600000,46.50300000,47.67000000,44.48000000,46.71700000,102029.68200000,1628639999999,4734683.67199000,11756,47739.85400000,2216829.17570200,0
1628640000000,46.77200000,50.98900000,46.74600000,48.79800000,108536.95100000,1628726399999,5321197.91411700,13657,54531.35400000,2674920.66142500,0
1628726400000,48.75300000,52.95000000,46.31000000,48.61100000,88261.40300000,1628812799999,4353872.25572600,13175,42625.58300000,2104250.19540900,0
1628812800000,48.61200000,56.03300000,48.00200000,55.43200000,94521.54200000,1628899199999,4944212.02424900,12909,50836.48100000,2662209.30873200,0
1628899200000,55.50800000,57.04700000,52.73600000,55.83100000,107702.73400000,1628985599999,5916962.28272900,15103,53365.39400000,2931930.99365100,0
1628985600000,55.86500000,59.85400000,52.78800000,58.99800000,117864.57700000,1629071999999,6546968.21777000,14672,64936.24300000,3604485.12578800,0
1629072000000,58.99800000,60.18100000,55.55000000,56.35700000,99221.60100000,1629158399999,5782335.43326300,13837,48951.68600000,2855921.50096300,0
1629158400000,56.34900000,58.16800000,51.38900000,51.90100000,108100.05900000,1629244799999,6011688.78921000,14108,45436.37500000,2527923.00271900,0
1629244800000,51.83400000,53.40000000,48.63000000,51.59700000,117472.79400000,1629331199999,6040460.77266000,11043,47465.63300000,2452791.45324600,0
1629331200000,51.63100000,54.63600000,49.13400000,54.36100000,107715.54100000,1629417599999,5557408.19181900,9414,50187.26000000,2593322.77136500,0
1629417600000,54.37400000,56.70600000,53.96600000,56.48500000,90319.16500000,1629503999999,5010671.07898300,9612,40635.20200000,2254596.62979700,0
1629504000000,56.56500000,57.38700000,54.98000000,55.33000000,62210.21800000,1629590399999,3493085.63772600,8325,31758.19700000,1783975.40766100,0
1629590400000,55.37300000,56.93600000,53.50000000,55.52500000,69527.05300000,1629676799999,3856050.08744800,7378,34421.58800000,1906889.59616600,0
1629676800000,55.58300000,62.01600000,55.07100000,60.80600000,193204.83700000,1629763199999,11421520.99828300,21918,93305.92800000,5524531.10772700,0
1629763200000,60.75500000,62.99800000,54.87800000,55.55600000,166495.64700000,1629849599999,9795618.01234200,24151,77367.46700000,4549224.97700200,0
1629849600000,55.50500000,57.15400000,52.46000000,56.35500000,145364.26100000,1629935999999,8080294.37712600,11138,69224.52300000,3849965.09654200,0
1629936000000,56.44200000,58.87700000,51.06700000,51.40000000,125055.28000000,1630022399999,6689387.66993700,11068,62948.58600000,3373236.38336500,0
1630022400000,51.45000000,55.78000000,49.60000000,55.54000000,105237.93500000,1630108799999,5581910.55151700,8670,60143.87900000,3198455.87709400,0
1630108800000,55.54000000,56.16000000,53.32000000,54.61000000,44219.48400000,1630195199999,2408895.68126800,4074,21421.04400000,1166815.88846800,0
1630195200000,54.65000000,57.23000000,53.69000000,54.46000000,49166.07100000,1630281599999,2711065.44942300,6056,23502.04100000,1297117.37282300,0
1630281600000,54.44000000,54.51000000,51.09000000,51.62000000,38818.53000000,1630367999999,2055279.87820000,4839,15476.53000000,818802.56200000,0
1630368000000,51.62000000,54.17000000,51.02000000,52.10000000,53503.71000000,1630454399999,2807252.94120000,5847,23772.05000000,1246423.25790000,0
1630454400000,52.05000000,55.46000000,50.28000000,55.22000000,93954.25000000,1630540799999,5012900.47260000,8855,43880.86000000,2348316.86960000,0
1630540800000,55.24000000,56.99000000,54.37000000,55.43000000,77692.93000000,1630627199999,4312207.62750000,7999,35561.60000000,1977159.58960000,0
1630627200000,55.49000000,59.26000000,54.06000000,57.31000000,99235.92200000,1630713599999,5678058.15989400,11622,48927.12600000,2803023.45611400,0
1630713600000,57.25000000,58.90000000,56.96000000,58.00000000,94487.94000000,1630799999999,5484666.76610000,10102,47563.89000000,2761607.12600000,0
